number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_hidden_dim,params_lr,params_num_layers,params_pos_weight_scale,params_weight_decay,user_attrs_f1,user_attrs_precision,user_attrs_recall,user_attrs_threshold,state
10,0.6666666666666666,2026-04-15 08:32:43.267661,2026-04-15 08:32:52.833765,0 days 00:00:09.566104,32,0.3198579047813173,256,0.0025949107303317722,3,1.4580516325654642,0.0004424054525429955,0.6666666666666666,0.9166666666666666,0.5238095238095238,0.8608539700508118,COMPLETE
11,0.6829268292682927,2026-04-15 08:32:52.833985,2026-04-15 08:32:59.540372,0 days 00:00:06.706387,32,0.35091739401430533,128,0.002237888583917287,2,1.0235464082944281,1.7028418795963095e-05,0.6829268292682927,0.7,0.6666666666666666,0.03478366136550903,COMPLETE
12,0.5945945945945946,2026-04-15 08:32:59.540599,2026-04-15 08:33:07.986954,0 days 00:00:08.446355,32,0.366541847628068,128,0.001219257153321048,2,1.1675664818891274,1.0872447032675863e-05,0.5945945945945946,0.6875,0.5238095238095238,0.362745463848114,COMPLETE
13,0.6122448979591837,2026-04-15 08:33:07.987177,2026-04-15 08:33:15.881202,0 days 00:00:07.894025,32,0.2585895534806882,256,0.001383838350048311,2,1.0137508080400688,4.162014458564682e-05,0.6122448979591837,0.5357142857142857,0.7142857142857143,0.016651198267936707,COMPLETE
14,0.6818181818181818,2026-04-15 08:33:15.881440,2026-04-15 08:33:22.283104,0 days 00:00:06.401664,64,0.40634409032817176,128,0.0007580287675311571,3,1.249790661268663,1.8376657630572016e-06,0.6818181818181818,0.6521739130434783,0.7142857142857143,0.007239275146275759,COMPLETE
15,0.7428571428571429,2026-04-15 08:33:22.283341,2026-04-15 08:33:29.928248,0 days 00:00:07.644907,32,0.29299166482099553,256,0.0017444082919604498,2,1.1135469877347761,0.0009788533763199771,0.7428571428571429,0.9285714285714286,0.6190476190476191,0.6219559907913208,COMPLETE
16,0.6486486486486487,2026-04-15 08:33:29.928449,2026-04-15 08:33:38.065450,0 days 00:00:08.137001,32,0.2693108165248625,256,0.0018049692938360412,2,0.8139415116048316,0.0007385608889983994,0.6486486486486487,0.75,0.5714285714285714,0.010637947358191013,COMPLETE
17,0.7027027027027027,2026-04-15 08:33:38.065683,2026-04-15 08:33:44.864014,0 days 00:00:06.798331,32,0.1082098940932325,256,0.0029802478894165115,2,0.9301397618772145,0.00010770540442997418,0.7027027027027027,0.8125,0.6190476190476191,0.04962925240397453,COMPLETE
18,0.5625,2026-04-15 08:33:44.864222,2026-04-15 08:33:58.937871,0 days 00:00:14.073649,16,0.1209105391054891,256,0.0016416343751562209,3,0.9203699784530164,0.00020959252287987824,0.5625,0.8181818181818182,0.42857142857142855,0.5154892206192017,COMPLETE
19,0.631578947368421,2026-04-15 08:33:58.938168,2026-04-15 08:34:02.127304,0 days 00:00:03.189136,64,0.16214263602299547,256,0.002859728643899074,2,0.9595383437370697,0.0009327091159562777,0.631578947368421,0.7058823529411765,0.5714285714285714,0.0751505196094513,COMPLETE
20,0.5714285714285714,2026-04-15 08:34:02.127506,2026-04-15 08:34:09.897217,0 days 00:00:07.769711,32,0.1038052804032768,256,0.0006520215181352099,2,0.8743909173449724,0.00011242392306762786,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.15469661355018616,COMPLETE
21,0.6486486486486487,2026-04-15 08:34:09.897475,2026-04-15 08:34:14.394159,0 days 00:00:04.496684,32,0.2414472649440424,256,0.002063473610695144,2,1.071413830120474,3.9621482061149325e-05,0.6486486486486487,0.75,0.5714285714285714,0.030850492417812347,COMPLETE
22,0.6538461538461539,2026-04-15 08:34:14.394368,2026-04-15 08:34:20.363912,0 days 00:00:05.969544,32,0.322917861757048,256,0.002840549311890332,2,1.3493200287319935,0.0003182046240756702,0.6538461538461539,0.5483870967741935,0.8095238095238095,0.0004126445855945349,COMPLETE
23,0.6086956521739131,2026-04-15 08:34:20.364132,2026-04-15 08:34:26.373105,0 days 00:00:06.008973,32,0.2881348169268273,256,0.0017021556371785568,2,1.0969401340567122,7.063853962554572e-05,0.6086956521739131,0.56,0.6666666666666666,0.01475303154438734,COMPLETE
24,0.6842105263157895,2026-04-15 08:34:26.373320,2026-04-15 08:34:33.398311,0 days 00:00:07.024991,32,0.21511275657664994,256,0.0009626480051354537,2,0.9926451538557959,1.6747775994017823e-05,0.6842105263157895,0.7647058823529411,0.6190476190476191,0.08158969134092331,COMPLETE
25,0.6842105263157895,2026-04-15 08:34:33.398518,2026-04-15 08:34:40.366208,0 days 00:00:06.967690,32,0.3424992542541563,384,0.0022745248267347622,2,1.1772873573410194,0.0004946997289105829,0.6842105263157895,0.7647058823529411,0.6190476190476191,0.1360124796628952,COMPLETE
26,0.5625,2026-04-15 08:34:40.366429,2026-04-15 08:34:47.555984,0 days 00:00:07.189555,32,0.42703287213126834,256,0.002959137802897937,3,1.2198717412553128,0.00014439662246419388,0.5625,0.8181818181818182,0.42857142857142855,0.9949118494987488,COMPLETE
27,0.631578947368421,2026-04-15 08:34:47.556264,2026-04-15 08:34:53.964219,0 days 00:00:06.407955,32,0.27471915594232166,256,0.001444671041363814,2,1.0655192699384042,2.7197362947721066e-05,0.631578947368421,0.7058823529411765,0.5714285714285714,0.14460082352161407,COMPLETE
28,0.5652173913043478,2026-04-15 08:34:53.964444,2026-04-15 08:35:01.512306,0 days 00:00:07.547862,16,0.49653329726428397,256,0.0020191142683633305,2,0.9841633403548954,7.28862082732622e-06,0.5652173913043478,0.52,0.6190476190476191,0.01910402439534664,COMPLETE
29,0.5,2026-04-15 08:35:01.512532,2026-04-15 08:35:09.766978,0 days 00:00:08.254446,64,0.19950477946762435,384,0.00028777439481950866,2,0.8830356228151192,6.871883615235305e-05,0.5,0.6,0.42857142857142855,0.4258277714252472,COMPLETE
30,0.6666666666666666,2026-04-15 08:35:09.767190,2026-04-15 08:35:16.811559,0 days 00:00:07.044369,16,0.31895716250513234,256,0.0023510674285345708,2,1.124940922262894,1.0817173042116345e-05,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.06184086948633194,COMPLETE
31,0.6666666666666666,2026-04-15 08:35:16.811765,2026-04-15 08:35:23.813926,0 days 00:00:07.002161,32,0.39042296419352385,128,0.0011340641026999251,2,0.8188234388812049,3.0448145654481442e-06,0.6666666666666666,0.7222222222222222,0.6190476190476191,0.184550479054451,COMPLETE
32,0.6842105263157895,2026-04-15 08:35:23.814143,2026-04-15 08:35:30.309201,0 days 00:00:06.495058,32,0.4503357019193993,128,0.00143429244879744,2,1.1714742607477666,1.0625558191357151e-06,0.6842105263157895,0.7647058823529411,0.6190476190476191,0.044743213802576065,COMPLETE
33,0.7027027027027027,2026-04-15 08:35:30.309416,2026-04-15 08:35:37.487953,0 days 00:00:07.178537,32,0.39532831536075325,128,0.0011035313954828535,2,1.0443054984676485,0.0003098393683550575,0.7027027027027027,0.8125,0.6190476190476191,0.18210218846797943,COMPLETE
34,0.6382978723404256,2026-04-15 08:35:37.488158,2026-04-15 08:35:46.703180,0 days 00:00:09.215022,32,0.29564586079300403,128,0.0008800995421557355,2,1.0366966148083263,0.0002692602717935393,0.6382978723404256,0.5769230769230769,0.7142857142857143,0.030128980055451393,COMPLETE
35,0.6153846153846154,2026-04-15 08:35:46.703390,2026-04-15 08:35:56.671749,0 days 00:00:09.968359,32,0.42669714826778604,384,0.0004636709957835901,2,0.9240110402320734,0.0005442222927959974,0.6153846153846154,0.6666666666666666,0.5714285714285714,0.37412434816360474,COMPLETE
36,0.6666666666666666,2026-04-15 08:35:56.671966,2026-04-15 08:36:02.980205,0 days 00:00:06.308239,32,0.23945049476409572,256,0.0018309591260476387,2,1.0904907988465935,9.801243798420538e-05,0.6666666666666666,0.5925925925925926,0.7619047619047619,0.06146854907274246,COMPLETE
37,0.6842105263157895,2026-04-15 08:36:02.980419,2026-04-15 08:36:11.085120,0 days 00:00:08.104701,32,0.15211964948810783,128,0.0015969733648349019,2,0.9619114785184808,0.0003271618098873783,0.6842105263157895,0.7647058823529411,0.6190476190476191,0.09391902387142181,COMPLETE
38,0.5882352941176471,2026-04-15 08:36:11.085322,2026-04-15 08:36:18.125724,0 days 00:00:07.040402,32,0.36330564985513786,256,0.0006663450003917531,3,1.0425545916352883,0.000742712486120652,0.5882352941176471,0.5,0.7142857142857143,0.0011821470689028502,COMPLETE
39,0.5,2026-04-15 08:36:18.125961,2026-04-15 08:36:26.549916,0 days 00:00:08.423955,16,0.461552547863707,128,0.002504019802790214,2,1.125116034072949,0.00017295570355359302,0.5,0.7272727272727273,0.38095238095238093,0.994651734828949,COMPLETE
