number,value,datetime_start,datetime_complete,duration,params_aux_max_features,params_aux_min_df,params_aux_ngram_high,params_colsample_bytree,params_gamma,params_gen_pos_weight_mult,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_neg_weight_mult,params_readme_max_features,params_readme_min_df,params_readme_ngram_high,params_real_pos_weight_mult,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_actual_w_generated_pos,user_attrs_actual_w_neg,user_attrs_actual_w_real_pos,user_attrs_text_mode,user_attrs_val_ap,user_attrs_val_best_threshold,user_attrs_val_f1,user_attrs_val_precision,user_attrs_val_recall,state
10,0.5667777608529623,2026-04-12 20:57:48.095400,2026-04-12 20:57:59.914828,0 days 00:00:11.819428,250,2,1,0.9886348031030301,4.0293338340140625,0.6412014147250039,0.029719312882335376,1.9799106567695393,3,10,800,1.4885550221059007,350,4,1,1.2482366979680286,0.011036776825048656,0.9631020192061812,0.9124172607948613,0.8015017684062549,1.4885550221059007,3.744710093904086,dual_text,0.5841343169892952,0.5835605263710022,0.7164179104477612,0.9230769230769231,0.5853658536585366,COMPLETE
11,0.5666137721130063,2026-04-12 20:57:59.915161,2026-04-12 20:58:14.213525,0 days 00:00:14.298364,250,1,2,0.942812658499343,2.0874048388350657,0.5023003827570661,0.023241569444928382,0.5028252268552073,5,8,1200,1.2368790836204058,450,4,1,1.3808190979878558,0.008026155651611678,0.8936283189375105,0.6555152105109064,0.6278754784463326,1.2368790836204058,4.1424572939635675,dual_text,0.5786680256574318,0.6129611134529114,0.7164179104477612,0.9230769230769231,0.5853658536585366,COMPLETE
12,0.3867358740061755,2026-04-12 20:58:14.213752,2026-04-12 20:58:26.099211,0 days 00:00:11.885459,200,1,2,0.8879865354778269,2.1970153673321513,0.6572820821242775,0.021481030370888905,0.29585398011389497,3,3,800,1.344043774449134,400,3,1,1.9307231249849093,0.0006637546288503737,0.013350473572282423,0.7391529757759414,0.8216026026553469,1.344043774449134,5.792169374954728,dual_text,0.47110447600494265,0.24562706053256989,0.6575342465753424,0.75,0.5853658536585366,COMPLETE
13,0.2279344744403936,2026-04-12 20:58:26.099459,2026-04-12 20:58:37.729227,0 days 00:00:11.629768,200,2,2,0.8753727426232364,0.2789919867500139,0.6814948969274334,0.013733702567461533,0.032926958297787134,5,8,900,1.1180111424276065,650,3,1,1.5327994882756972,0.05237185710446167,1.646513988765993,0.7710015786995787,0.8518686211592917,1.1180111424276065,4.598398464827092,dual_text,0.40483335853943864,0.2049470841884613,0.6052631578947368,0.6571428571428571,0.5609756097560976,COMPLETE
14,0.5990601644030613,2026-04-12 20:58:37.729595,2026-04-12 20:58:54.433514,0 days 00:00:16.703919,250,1,1,0.8288064523829883,2.510716062237108,0.9211337538420539,0.005662659205548947,0.9037261773675157,3,8,1200,1.284074182418718,400,4,1,2.1804524776035468,0.0020209840262327347,0.5593142275121896,0.6588046374118649,1.1514171923025673,1.284074182418718,6.54135743281064,dual_text,0.5747327528293182,0.7571421265602112,0.7272727272727273,0.96,0.5853658536585366,COMPLETE
15,0.5035157221810785,2026-04-12 20:58:54.433881,2026-04-12 20:59:09.333269,0 days 00:00:14.899388,200,2,2,0.6982953988644602,1.4569870192754484,0.511701517041175,0.04072583951964577,1.7308090779029874,2,3,700,1.4251005386258642,250,3,2,1.9548049578607258,8.443105051562756e-05,2.5111046329266937,0.8879265011657343,0.6396268963014686,1.4251005386258642,5.864414873582177,dual_text,0.5519733480649426,0.24664025008678436,0.6956521739130435,0.8571428571428571,0.5853658536585366,COMPLETE
16,0.5341058406285558,2026-04-12 20:59:09.333844,2026-04-12 20:59:22.021223,0 days 00:00:12.687379,100,1,1,0.945859849918857,4.060516668595934,0.7213842378957067,0.010125573796389493,1.5544530455560268,5,10,1400,1.1259982656473402,500,4,1,1.4409211233968982,0.03146156330296433,0.3632536909309366,0.6998242176910972,0.9017302973696334,1.1259982656473402,4.322763370190694,dual_text,0.5486260601675443,0.6408388614654541,0.7058823529411765,0.8888888888888888,0.5853658536585366,COMPLETE
17,0.6344845128906244,2026-04-12 20:59:22.021444,2026-04-12 20:59:37.584595,0 days 00:00:15.563151,150,2,2,0.7098962949412491,2.5452983427254994,0.5823371213410189,0.017184505361401224,0.9681929415503997,4,7,1100,1.4204317980144177,400,3,2,1.6639884814991546,0.0023005590773061122,2.6099348821747523,0.782770390682567,0.7279214016762736,1.4204317980144177,4.991965444497463,dual_text,0.6366632502002963,0.7738177180290222,0.7384615384615385,1.0,0.5853658536585366,COMPLETE
18,0.6342100032711433,2026-04-12 20:59:37.584912,2026-04-12 20:59:52.537737,0 days 00:00:14.952825,250,3,2,0.9000544896177771,3.7160840943806344,0.8896012922654424,0.04169474168691912,0.33286009920777826,3,3,900,1.093035968328311,500,4,2,1.816603171001232,0.4347536847158326,0.03745022841937738,0.8669181975113829,1.112001615331803,1.093035968328311,5.4498095130036965,dual_text,0.6275129295509299,0.9059687256813049,0.7384615384615385,1.0,0.5853658536585366,COMPLETE
19,0.4701576970361927,2026-04-12 20:59:52.538102,2026-04-12 21:00:11.661369,0 days 00:00:19.123267,200,1,1,0.825652195036974,0.18896710418811535,1.1859381430326852,0.005438340918679999,0.7386326835531514,6,7,1100,1.2538047063821622,350,3,1,2.1190107876760185,0.00015486281966137165,0.2543938176628003,0.7049238371319747,1.4824226787908565,1.2538047063821622,6.357032363028056,dual_text,0.4338279964445206,0.3517361283302307,0.6857142857142857,0.8275862068965517,0.5853658536585366,COMPLETE
