metric,mean,std,min,max
best_inner_objective,0.5808675470388105,0.21691646667256384,0.2376408707842088,0.8367690186924739
threshold,0.3128854036331177,0.3244666741411474,0.03865650296211243,0.840569019317627
val_f1_at_thr,0.7232378999830879,0.07431488297644195,0.6086956521739131,0.8157894736842105
test_pr_auc,0.8566136755903286,0.17241240239712988,0.56990384118578,1.0
test_roc_auc,0.9618951199730976,0.051965399600792585,0.8783049472830495,1.0
test_precision,0.736511996102789,0.4159734555738661,0.0,1.0
test_recall,0.42000000000000004,0.4009364039345891,0.0,1.0
test_f1,0.48688050712901154,0.3778003626221988,0.0,0.975609756097561
test_fbeta,0.44036824471774577,0.39287546212675084,0.0,0.9900990099009901
