number,value,datetime_start,datetime_complete,duration,params_aux_max_features,params_aux_min_df,params_aux_ngram_high,params_colsample_bytree,params_gamma,params_gen_pos_weight_mult,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_neg_weight_mult,params_readme_max_features,params_readme_min_df,params_readme_ngram_high,params_real_pos_weight_mult,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_actual_w_generated_pos,user_attrs_actual_w_neg,user_attrs_actual_w_real_pos,user_attrs_text_mode,user_attrs_val_ap,user_attrs_val_best_threshold,user_attrs_val_f1,user_attrs_val_precision,user_attrs_val_recall,state
0,-0.2702007267912973,2026-04-12 22:37:44.051549,2026-04-12 22:37:58.418834,0 days 00:00:14.367285,100,3,2,0.8383850550146916,5.503161294225087,0.7902197250317164,0.011279598362342338,0.54184160674954,2,1,600,1.3236186067638056,300,4,2,1.8455618545082926,0.0005817977010413431,0.03455462425948857,0.755152752376451,0.9877746562896456,1.3236186067638056,5.536685563524878,dual_text,0.23215425131371575,0.08642739057540894,0.4409448818897638,0.3218390804597701,0.7,COMPLETE
1,-0.9203804250886636,2026-04-12 22:37:58.419103,2026-04-12 22:38:16.918828,0 days 00:00:18.499725,200,1,2,0.9477103230065107,4.469671786619763,0.887117992964184,0.008792495889074726,0.534420891520984,4,3,900,1.4611414784698296,350,4,1,1.895956201321698,0.03937682655274257,5.438183769574389,0.6537107185152309,1.10889749120523,1.4611414784698296,5.687868603965094,dual_text,0.10853128492333604,0.021804535761475563,0.22545454545454546,0.13191489361702127,0.775,COMPLETE
2,-1.2575168146696794,2026-04-12 22:38:16.919048,2026-04-12 22:38:40.610086,0 days 00:00:23.691038,100,1,1,0.6218536402675351,3.4077965311133926,0.7723550586061643,0.00794115795667499,0.7726127615737512,4,6,1400,1.183133000487477,400,3,2,1.3401822652808184,0.01859331409556329,0.020004793455717266,0.7568348806275147,0.9654438232577054,1.183133000487477,4.0205467958424554,dual_text,0.05246981404099042,0.05920732766389847,0.11363636363636363,0.10416666666666667,0.125,COMPLETE
3,-0.5444341560372339,2026-04-12 22:38:40.610433,2026-04-12 22:38:55.686558,0 days 00:00:15.076125,200,1,2,0.8893242413529252,2.888893903801346,1.1161443651843812,0.09518111008863953,0.6058014501634532,4,4,600,1.3702548964507482,250,3,2,1.2590244562696686,0.17450202120520136,3.5641578551208695,0.9628382178053212,1.3951804564804764,1.3702548964507482,3.777073368809006,dual_text,0.18552813209221056,0.020333174616098404,0.35,0.23333333333333334,0.7,COMPLETE
4,-1.2456251412065973,2026-04-12 22:38:55.686870,2026-04-12 22:39:13.046044,0 days 00:00:17.359174,150,3,2,0.8388649856194803,3.535701924572271,0.5597630869561827,0.0921936124743431,0.62717664745329,3,5,1300,1.192974492920071,400,3,2,2.035295958921547,0.0039276407457793285,0.4326198083299179,0.8408102549204126,0.6997038586952284,1.192974492920071,6.105887876764641,dual_text,0.04778941076048361,0.05347771570086479,0.11764705882352941,0.1111111111111111,0.125,COMPLETE
5,-1.2912056631164097,2026-04-12 22:39:13.046370,2026-04-12 22:39:28.091791,0 days 00:00:15.045421,250,2,2,0.9790441001375859,0.02009554141523373,0.7203430716886284,0.06276157421325833,1.223267441499038,3,5,1200,0.9232518454058023,550,4,1,1.9997942505658037,0.0008227149727933787,0.014877194136547386,0.7891771999873387,0.9004288396107856,0.9232518454058023,5.999382751697411,dual_text,0.03673430637608942,0.06400531530380249,0.10256410256410256,0.10526315789473684,0.1,COMPLETE
6,-1.3434195095433974,2026-04-12 22:39:28.092155,2026-04-12 22:39:37.417500,0 days 00:00:09.325345,50,1,2,0.8392503443307497,5.411075041918767,1.0282767754481976,0.008540827032037714,0.29593611854685253,2,7,400,0.9478272699381249,400,3,2,1.9115019093521899,6.744012601033605e-05,0.31243841087702234,0.8476866718670136,1.2853459693102471,0.9478272699381249,5.73450572805657,dual_text,0.0420447173477508,0.419532835483551,0.0851063829787234,0.2857142857142857,0.05,COMPLETE
7,-0.642420354219387,2026-04-12 22:39:37.417808,2026-04-12 22:39:52.039389,0 days 00:00:14.621581,200,2,1,0.9711563752761996,4.700681074195631,1.0613818766761418,0.008581560926905039,0.28384031985886815,4,8,700,0.9585616612596023,600,2,2,1.9961610250089512,0.0003502945003213361,2.5511268776237745,0.952611710479544,1.3267273458451774,0.9585616612596023,5.988483075026854,dual_text,0.15461564366749558,0.1720512956380844,0.3176470588235294,0.2076923076923077,0.675,COMPLETE
8,-0.5136195555834281,2026-04-12 22:39:52.039622,2026-04-12 22:40:04.441559,0 days 00:00:12.401937,100,3,1,0.7962817941402334,5.670151437518609,0.9420487589082241,0.01108251633403614,1.3804813184417966,5,4,700,0.9131900919982436,500,3,1,1.5259560169969857,0.023325202089076985,0.9249332817977772,0.7737448236472976,1.1775609486352803,0.9131900919982436,4.577868050990957,dual_text,0.1878367600555048,0.044621098786592484,0.36024844720496896,0.2396694214876033,0.725,COMPLETE
9,-0.2705823598789788,2026-04-12 22:40:04.441832,2026-04-12 22:40:20.446914,0 days 00:00:16.005082,100,3,1,0.9404879036606875,0.4748139905214943,1.1026741246332725,0.0829692645710263,1.6498166324914558,5,2,1400,1.1584438068258527,250,4,2,1.8584102771308493,1.1157554986571888e-05,0.141567949718411,0.9506021962585844,1.3783426557915908,1.1584438068258527,5.575230831392548,dual_text,0.21943314839100025,0.009072973392903805,0.4409448818897638,0.3218390804597701,0.7,COMPLETE
