ablation,base_prob,ablation_prob,prob_drop
remove_readme_branch,0.999998927116394,0.9999959495418985,2.9775744955218286e-06
remove_aux_branch,0.999998927116394,0.9999959172833317,3.0098330623395952e-06
remove_structured_branch,0.999998927116394,0.0019400507475269236,0.9980588763688671
