ablation,base_prob,ablation_prob,prob_drop
remove_readme_branch,0.9999990463256836,0.9999962484747168,2.797850966795856e-06
remove_aux_branch,0.9999990463256836,0.9999962955741917,2.750751491920056e-06
remove_structured_branch,0.9999990463256836,0.0019400507475269236,0.9980589955781567
