ablation,base_prob,ablation_prob,prob_drop
remove_readme_branch,0.9999990463256836,0.9999962159417902,2.830383893370758e-06
remove_aux_branch,0.9999990463256836,0.9999962788546799,2.767471003695121e-06
remove_structured_branch,0.9999990463256836,0.0019400507475269236,0.9980589955781567
