ablation,base_prob,ablation_prob,prob_drop
remove_readme_branch,0.9945889711380005,0.9908768027285857,0.0037121684094147955
remove_aux_branch,0.9945889711380005,0.9939964326588699,0.0005925384791305444
remove_structured_branch,0.9945889711380005,0.00924452229407134,0.9853444488439291
