number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_hidden_dim,params_lr,params_num_layers,params_pos_weight_scale,params_weight_decay,user_attrs_f1,user_attrs_precision,user_attrs_recall,user_attrs_threshold,state
0,0.7012987012987013,2026-04-15 15:43:01.219107,2026-04-15 15:43:14.289438,0 days 00:00:13.070331,64,0.28912318790219416,128,0.00011794319242564083,3,1.2550716947612868,3.0901057675285605e-06,0.7012987012987013,0.675,0.7297297297297297,0.0873173400759697,COMPLETE
1,0.6666666666666666,2026-04-15 15:43:14.289648,2026-04-15 15:43:23.502634,0 days 00:00:09.212986,16,0.36922719965267015,128,0.00044742221054912224,3,1.1349866132631863,7.397109042014685e-06,0.6666666666666666,0.5957446808510638,0.7567567567567568,0.02179778926074505,COMPLETE
2,0.8405797101449275,2026-04-15 15:43:23.502839,2026-04-15 15:43:29.026067,0 days 00:00:05.523228,64,0.18995843280378316,384,0.0011050866530396154,3,0.9750212994907714,2.1463293793734056e-06,0.8405797101449275,0.90625,0.7837837837837838,0.048377279192209244,COMPLETE
3,0.7341772151898734,2026-04-15 15:43:29.026273,2026-04-15 15:43:34.963744,0 days 00:00:05.937471,32,0.22402957500648896,256,0.0016585888199412292,3,0.8853525928043593,2.2646421171742674e-05,0.7341772151898734,0.6904761904761905,0.7837837837837838,0.00010572939936537296,COMPLETE
4,0.49572649572649574,2026-04-15 15:43:34.963950,2026-04-15 15:43:46.456672,0 days 00:00:11.492722,16,0.366532988489387,128,0.00023809471445820866,3,0.8449206071762647,5.674776459724214e-06,0.49572649572649574,0.3625,0.7837837837837838,0.0015209625707939267,COMPLETE
5,0.7837837837837838,2026-04-15 15:43:46.456892,2026-04-15 15:43:54.240236,0 days 00:00:07.783344,64,0.28733299893443476,128,0.0001893752440533356,3,1.4935450922600544,7.74751314993713e-06,0.7837837837837838,0.7837837837837838,0.7837837837837838,0.5010492205619812,COMPLETE
6,0.27906976744186046,2026-04-15 15:43:54.240447,2026-04-15 15:44:02.183219,0 days 00:00:07.942772,64,0.3932478002309051,128,0.00011434780403015927,3,1.1902747616757838,3.019168091234839e-06,0.27906976744186046,1.0,0.16216216216216217,0.5103068351745605,COMPLETE
7,0.64,2026-04-15 15:44:02.183426,2026-04-15 15:44:09.290999,0 days 00:00:07.107573,32,0.46298156089339426,128,0.0010266406027563694,2,1.4922901367146069,2.0687344763855727e-06,0.64,0.5079365079365079,0.8648648648648649,0.010722434148192406,COMPLETE
8,0.8450704225352113,2026-04-15 15:44:09.291199,2026-04-15 15:44:15.536198,0 days 00:00:06.244999,64,0.2191537907869177,128,0.0006972927083382586,2,0.9587011707147488,5.271857389409381e-05,0.8450704225352113,0.8823529411764706,0.8108108108108109,0.43727999925613403,COMPLETE
9,0.6021505376344086,2026-04-15 15:44:15.536395,2026-04-15 15:44:26.206874,0 days 00:00:10.670479,64,0.12990267424953306,384,0.00012881787145882953,2,1.0850503733414676,1.3179606313919516e-05,0.6021505376344086,0.5,0.7567567567567568,0.03955848515033722,COMPLETE
10,0.7605633802816901,2026-04-15 15:44:26.207079,2026-04-15 15:44:40.594258,0 days 00:00:14.387179,16,0.13007195728821422,256,0.0027775890358947637,2,1.0045361986653663,0.00014653794532913994,0.7605633802816901,0.7941176470588235,0.7297297297297297,0.0005532195791602135,COMPLETE
11,0.691358024691358,2026-04-15 15:44:40.594543,2026-04-15 15:44:50.232831,0 days 00:00:09.638288,64,0.20437070340832367,384,0.0006834411872016677,2,0.9670637857177485,0.00018650792900776726,0.691358024691358,0.6363636363636364,0.7567567567567568,0.024724800139665604,COMPLETE
12,0.8108108108108109,2026-04-15 15:44:50.233042,2026-04-15 15:44:57.622789,0 days 00:00:07.389747,64,0.2074403125121176,384,0.0004887184324043498,2,0.978552816669525,5.927860521930417e-05,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.08086734265089035,COMPLETE
13,0.8493150684931506,2026-04-15 15:44:57.623020,2026-04-15 15:45:02.799591,0 days 00:00:05.176571,64,0.1824822167636096,384,0.0011172465002379358,2,0.8045502870906344,0.0006006985402727013,0.8493150684931506,0.8611111111111112,0.8378378378378378,0.04236820712685585,COMPLETE
14,0.6829268292682927,2026-04-15 15:45:02.799804,2026-04-15 15:45:12.052180,0 days 00:00:09.252376,64,0.2581061180492501,384,0.0008253993609184694,2,0.8181471262085644,0.0009825601983660366,0.6829268292682927,0.6222222222222222,0.7567567567567568,0.014547919854521751,COMPLETE
15,0.5436893203883495,2026-04-15 15:45:12.052395,2026-04-15 15:45:17.675040,0 days 00:00:05.622645,32,0.10055961521892848,256,0.0017439271015690222,2,0.8877878427157715,0.0009270825046687654,0.5436893203883495,0.42424242424242425,0.7567567567567568,0.00046729439054615796,COMPLETE
16,0.8333333333333334,2026-04-15 15:45:17.675248,2026-04-15 15:45:24.941523,0 days 00:00:07.266275,64,0.16280075862964835,384,0.00028615744718644954,2,1.3427207072504064,0.00030490375828111024,0.8333333333333334,0.8571428571428571,0.8108108108108109,0.20953072607517242,COMPLETE
17,0.6078431372549019,2026-04-15 15:45:24.941931,2026-04-15 15:45:32.787064,0 days 00:00:07.845133,64,0.2350501175430818,128,0.00151763630755112,2,0.9026281776936318,5.5570592361438036e-05,0.6078431372549019,0.47692307692307695,0.8378378378378378,0.014282671734690666,COMPLETE
18,0.5714285714285714,2026-04-15 15:45:32.787408,2026-04-15 15:45:48.573139,0 days 00:00:15.785731,16,0.32252440249776415,384,0.00039308629620535154,2,1.04223970877344,0.0003802963463703743,0.5714285714285714,0.45901639344262296,0.7567567567567568,0.00821465253829956,COMPLETE
19,0.5765765765765766,2026-04-15 15:45:48.573383,2026-04-15 15:46:00.070000,0 days 00:00:11.496617,32,0.1647638630043855,256,0.002970773523852041,2,0.8286597282307124,1.0188656362779352e-06,0.5765765765765766,0.43243243243243246,0.8648648648648649,0.0001278809068026021,COMPLETE
