number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_hidden_dim,params_lr,params_num_layers,params_pos_weight_scale,params_weight_decay,user_attrs_f1,user_attrs_precision,user_attrs_recall,user_attrs_threshold,state
20,0.7441860465116279,2026-04-15 15:46:00.070219,2026-04-15 15:46:09.248235,0 days 00:00:09.178016,64,0.4838284938788049,384,0.0006725577371969184,2,0.908849543573014,6.048968334024864e-05,0.7441860465116279,0.6530612244897959,0.8648648648648649,0.02067146636545658,COMPLETE
21,0.8533333333333334,2026-04-15 15:46:09.248439,2026-04-15 15:46:15.407026,0 days 00:00:06.158587,64,0.17116272656070813,384,0.001118698909927081,3,0.9651266452014025,2.4920857171149593e-05,0.8533333333333334,0.8421052631578947,0.8648648648648649,0.005278338678181171,COMPLETE
22,0.5263157894736842,2026-04-15 15:46:15.407227,2026-04-15 15:46:27.343407,0 days 00:00:11.936180,64,0.17336899190404845,384,0.001195802487849837,3,1.063901210264146,2.7809011261224505e-05,0.5263157894736842,0.5128205128205128,0.5405405405405406,0.009985502809286118,COMPLETE
23,0.7567567567567568,2026-04-15 15:46:27.343629,2026-04-15 15:46:32.562496,0 days 00:00:05.218867,64,0.25484989109477363,384,0.0008353080821859381,3,0.9370298554410168,0.00010088928760187633,0.7567567567567568,0.7567567567567568,0.7567567567567568,0.014462846331298351,COMPLETE
24,0.7777777777777778,2026-04-15 15:46:32.562684,2026-04-15 15:46:40.284810,0 days 00:00:07.722126,64,0.14732556347684111,384,0.0013733496308859785,2,0.8024511987412998,1.4214719600404805e-05,0.7777777777777778,0.8,0.7567567567567568,0.010122052393853664,COMPLETE
25,0.8,2026-04-15 15:46:40.285106,2026-04-15 15:46:46.401815,0 days 00:00:06.116709,64,0.24723482193118723,128,0.002045112220822351,2,1.1206573247588778,0.0004968731827548891,0.8,0.7894736842105263,0.8108108108108109,0.04970903322100639,COMPLETE
26,0.8108108108108109,2026-04-15 15:46:46.402021,2026-04-15 15:46:52.280038,0 days 00:00:05.878017,64,0.19776329993503436,384,0.0006559020681197265,3,1.2089783548875976,3.627731740193723e-05,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.08172070235013962,COMPLETE
27,0.8,2026-04-15 15:46:52.280236,2026-04-15 15:47:00.150470,0 days 00:00:07.870234,64,0.10057318750919957,384,0.0009255344592504405,2,1.0227577144315252,0.00023928688714545187,0.8,0.8484848484848485,0.7567567567567568,0.2901352345943451,COMPLETE
28,0.684931506849315,2026-04-15 15:47:00.150716,2026-04-15 15:47:12.664504,0 days 00:00:12.513788,32,0.3213460399262391,256,0.0003379515141680357,3,0.8634771677370445,0.00010950144277657907,0.684931506849315,0.6944444444444444,0.6756756756756757,0.012973133474588394,COMPLETE
29,0.8205128205128205,2026-04-15 15:47:12.664736,2026-04-15 15:47:22.782526,0 days 00:00:10.117790,16,0.27774570053715963,128,0.0005447194018940756,3,1.2916014291887317,0.0006221416402763318,0.8205128205128205,0.7804878048780488,0.8648648648648649,0.01907195895910263,COMPLETE
30,0.7441860465116279,2026-04-15 15:47:22.782726,2026-04-15 15:47:29.348411,0 days 00:00:06.565685,64,0.13346844430727242,128,0.0020522604489013807,2,0.9410312692960793,1.1584369852546179e-05,0.7441860465116279,0.6530612244897959,0.8648648648648649,0.013833491131663322,COMPLETE
31,0.6373626373626373,2026-04-15 15:47:29.348620,2026-04-15 15:47:37.065151,0 days 00:00:07.716531,64,0.18654033616584897,384,0.0011517112479417235,3,0.9946574688250174,1.7671662587273571e-06,0.6373626373626373,0.5370370370370371,0.7837837837837838,0.001346213510259986,COMPLETE
32,0.7894736842105263,2026-04-15 15:47:37.065344,2026-04-15 15:47:44.632639,0 days 00:00:07.567295,64,0.21079932972557971,384,0.001282551505608754,3,1.1088060009403313,4.930044374902454e-06,0.7894736842105263,0.7692307692307693,0.8108108108108109,0.006357179023325443,COMPLETE
33,0.8059701492537313,2026-04-15 15:47:44.632871,2026-04-15 15:47:51.757399,0 days 00:00:07.124528,64,0.2291430702139244,384,0.0010168370466693566,3,0.9425923199327794,2.314988830611009e-05,0.8059701492537313,0.9,0.7297297297297297,0.1293598860502243,COMPLETE
34,0.5510204081632653,2026-04-15 15:47:51.757603,2026-04-15 15:47:59.346849,0 days 00:00:07.589246,64,0.1868963149766015,384,0.0007981314299584888,3,1.1779701511989604,3.2126536304653894e-06,0.5510204081632653,0.4426229508196721,0.7297297297297297,0.01027594693005085,COMPLETE
35,0.6666666666666666,2026-04-15 15:47:59.347056,2026-04-15 15:48:06.352692,0 days 00:00:07.005636,16,0.15811847446072635,128,0.001907493379737138,3,0.8570848727493801,1.123316374176851e-06,0.6666666666666666,0.5660377358490566,0.8108108108108109,9.417899855179712e-05,COMPLETE
36,0.8888888888888888,2026-04-15 15:48:06.352965,2026-04-15 15:48:12.701893,0 days 00:00:06.348928,64,0.26922185894752176,384,0.0005695545660405968,3,1.0435496430423012,4.621641376794139e-05,0.8888888888888888,0.9142857142857143,0.8648648648648649,0.020716210827231407,COMPLETE
37,0.6823529411764706,2026-04-15 15:48:12.702099,2026-04-15 15:48:21.624494,0 days 00:00:08.922395,64,0.2726058201254101,384,0.0004444609581590103,3,1.0410079024338486,3.9810561286752536e-05,0.6823529411764706,0.6041666666666666,0.7837837837837838,0.00417482340708375,COMPLETE
38,0.821917808219178,2026-04-15 15:48:21.624687,2026-04-15 15:48:29.260696,0 days 00:00:07.636009,64,0.3036277229893913,128,0.0005927649629850734,3,1.1437894010644654,9.018600842671292e-05,0.821917808219178,0.8333333333333334,0.8108108108108109,0.1939479112625122,COMPLETE
39,0.8311688311688312,2026-04-15 15:48:29.260893,2026-04-15 15:48:41.492674,0 days 00:00:12.231781,32,0.3958208873331748,256,0.00035764053558321173,3,1.0850077372299838,1.7490325122043156e-05,0.8311688311688312,0.8,0.8648648648648649,0.016629084944725037,COMPLETE
