number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_hidden_dim,params_lr,params_num_layers,params_pos_weight_scale,params_weight_decay,user_attrs_f1,user_attrs_precision,user_attrs_recall,user_attrs_threshold,state
0,0.7272727272727273,2026-04-15 15:35:54.364991,2026-04-15 15:36:02.565766,0 days 00:00:08.200775,64,0.34369535224726067,128,0.0003816454987918954,2,1.119634776257256,1.6873991639107e-05,0.7272727272727273,0.96,0.5853658536585366,0.5695515871047974,COMPLETE
1,0.7272727272727273,2026-04-15 15:36:02.565998,2026-04-15 15:36:13.108028,0 days 00:00:10.542030,16,0.4527297124625991,128,0.0009012116163222388,2,1.4117042296094229,4.380003286684116e-06,0.7272727272727273,0.96,0.5853658536585366,0.9731842279434204,COMPLETE
2,0.7384615384615385,2026-04-15 15:36:13.108237,2026-04-15 15:36:25.252646,0 days 00:00:12.144409,64,0.1636621055252591,384,0.00018004736543541657,3,1.4935758766865472,2.051487537207192e-06,0.7384615384615385,1.0,0.5853658536585366,0.5310365557670593,COMPLETE
3,0.7384615384615385,2026-04-15 15:36:25.252903,2026-04-15 15:36:32.949356,0 days 00:00:07.696453,16,0.12900312535905445,128,0.002012446424300339,3,1.4510719623857207,0.00015072089199696096,0.7384615384615385,1.0,0.5853658536585366,0.9999809265136719,COMPLETE
4,0.7384615384615385,2026-04-15 15:36:32.949567,2026-04-15 15:36:39.944882,0 days 00:00:06.995315,16,0.16149378434469988,128,0.0028438511829448868,2,1.0221473818685236,6.526501785116819e-06,0.7384615384615385,1.0,0.5853658536585366,0.9999631643295288,COMPLETE
5,0.7384615384615385,2026-04-15 15:36:39.945117,2026-04-15 15:36:52.898263,0 days 00:00:12.953146,16,0.4191909939404753,256,0.00024936645710255643,2,1.2729243215690387,0.0005423064112361961,0.7384615384615385,1.0,0.5853658536585366,0.959064245223999,COMPLETE
6,0.7575757575757576,2026-04-15 15:36:52.898470,2026-04-15 15:37:38.768223,0 days 00:00:45.869753,16,0.3529727300008695,384,0.0024354398008628996,3,1.4067257252505225,0.0001626892204689249,0.7575757575757576,1.0,0.6097560975609756,0.9999992847442627,COMPLETE
7,0.7384615384615385,2026-04-15 15:37:38.768446,2026-04-15 15:37:48.728552,0 days 00:00:09.960106,32,0.2997715580641085,256,0.0005535090658481359,2,1.1857906386436032,0.00019687084491490638,0.7384615384615385,1.0,0.5853658536585366,0.989048421382904,COMPLETE
8,0.7272727272727273,2026-04-15 15:37:48.728952,2026-04-15 15:37:56.561499,0 days 00:00:07.832547,64,0.23791023728337388,384,0.0010425857291964187,2,1.0932540776778161,3.5195410598227717e-06,0.7272727272727273,0.96,0.5853658536585366,0.999993622303009,COMPLETE
9,0.7272727272727273,2026-04-15 15:37:56.561736,2026-04-15 15:38:03.712202,0 days 00:00:07.150466,64,0.37091979231633043,128,0.0005662997159509742,2,0.8448977532898534,0.00037348933949812055,0.7272727272727273,0.96,0.5853658536585366,0.5608218908309937,COMPLETE
10,0.7384615384615385,2026-04-15 15:38:03.712409,2026-04-15 15:38:14.578793,0 days 00:00:10.866384,32,0.49163599299638894,384,0.00010219665568385492,3,1.3381723951220916,5.3454788790122744e-05,0.7384615384615385,1.0,0.5853658536585366,0.8310407996177673,COMPLETE
11,0.7384615384615385,2026-04-15 15:38:14.578996,2026-04-15 15:38:24.108525,0 days 00:00:09.529529,64,0.21966460919441816,384,0.00013604881858374947,3,1.4989779967660433,1.3763207674286375e-06,0.7384615384615385,1.0,0.5853658536585366,0.6930215954780579,COMPLETE
12,0.7384615384615385,2026-04-15 15:38:24.108733,2026-04-15 15:38:39.570363,0 days 00:00:15.461630,16,0.2742972889728044,384,0.0001785272793581695,3,1.327983014552,4.571238478146237e-05,0.7384615384615385,1.0,0.5853658536585366,0.6864320039749146,COMPLETE
13,0.7605633802816901,2026-04-15 15:38:39.570567,2026-04-15 15:38:46.215761,0 days 00:00:06.645194,64,0.17467732732656718,384,0.0011633408680149936,3,1.3936083737389977,1.7319564307738055e-05,0.7605633802816901,0.9,0.6585365853658537,0.056541912257671356,COMPLETE
14,0.7384615384615385,2026-04-15 15:38:46.215998,2026-04-15 15:38:51.973490,0 days 00:00:05.757492,32,0.3614789645957153,384,0.0015306025714872037,3,1.236515581375893,1.3321132060377292e-05,0.7384615384615385,1.0,0.5853658536585366,0.9992706775665283,COMPLETE
15,0.7272727272727273,2026-04-15 15:38:51.973724,2026-04-15 15:38:57.507907,0 days 00:00:05.534183,64,0.220706161661856,384,0.001305777067764474,3,1.3710728962207626,0.00011402861496919497,0.7272727272727273,0.96,0.5853658536585366,0.9999881982803345,COMPLETE
16,0.7605633802816901,2026-04-15 15:38:57.508115,2026-04-15 15:39:05.669190,0 days 00:00:08.161075,16,0.1137757306959528,256,0.0029340369336381643,3,0.9530930261503502,0.0009347765160692313,0.7605633802816901,0.9,0.6585365853658537,0.896040141582489,COMPLETE
