number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_hidden_dim,params_lr,params_num_layers,params_pos_weight_scale,params_weight_decay,user_attrs_f1,user_attrs_precision,user_attrs_recall,user_attrs_threshold,state
17,0.7384615384615385,2026-04-15 15:39:05.669623,2026-04-15 15:39:10.453813,0 days 00:00:04.784190,64,0.12898399295901167,256,0.0007796278933414216,3,0.924744509294721,0.0009368305909478177,0.7384615384615385,1.0,0.5853658536585366,0.6700794100761414,COMPLETE
18,0.7222222222222222,2026-04-15 15:39:10.454024,2026-04-15 15:39:22.634068,0 days 00:00:12.180044,16,0.1107194773811836,256,0.0017577045954561912,3,0.9589754154824882,2.2387349601780624e-05,0.7222222222222222,0.8387096774193549,0.6341463414634146,0.44769975543022156,COMPLETE
19,0.7536231884057971,2026-04-15 15:39:22.634277,2026-04-15 15:39:27.937486,0 days 00:00:05.303209,32,0.18193715884620948,256,0.0013840485191563554,3,1.0147284000436394,6.370552379779465e-05,0.7536231884057971,0.9285714285714286,0.6341463414634146,0.04168827459216118,COMPLETE
20,0.7272727272727273,2026-04-15 15:39:27.937695,2026-04-15 15:39:36.998047,0 days 00:00:09.060352,16,0.1900209227378694,256,0.002832693144693242,3,0.8888749819896273,7.60736736567214e-06,0.7272727272727273,0.96,0.5853658536585366,0.9995506405830383,COMPLETE
21,0.7384615384615385,2026-04-15 15:39:36.998263,2026-04-15 15:39:47.166789,0 days 00:00:10.168526,16,0.2639432581333497,384,0.002219721044600457,3,1.2375671967817674,0.00028634986549663056,0.7384615384615385,1.0,0.5853658536585366,0.9985129237174988,COMPLETE
22,0.7384615384615385,2026-04-15 15:39:47.166992,2026-04-15 15:39:59.750742,0 days 00:00:12.583750,16,0.32625958185850595,384,0.0022804457829550635,3,0.803794651529569,0.000615608838206807,0.7384615384615385,1.0,0.5853658536585366,1.0,COMPLETE
23,0.7575757575757576,2026-04-15 15:39:59.751034,2026-04-15 15:40:20.455794,0 days 00:00:20.704760,16,0.4070048643795044,384,0.0029895478086666106,3,1.4114141328996324,9.555088526869665e-05,0.7575757575757576,1.0,0.6097560975609756,0.9999884366989136,COMPLETE
24,0.8,2026-04-15 15:40:20.456349,2026-04-15 15:40:27.090003,0 days 00:00:06.633654,16,0.10752410596414685,256,0.0011677535718237332,3,1.2896165942270794,3.17624992092726e-05,0.8,0.9655172413793104,0.6829268292682927,0.43351635336875916,COMPLETE
25,0.7428571428571429,2026-04-15 15:40:27.090227,2026-04-15 15:40:37.217500,0 days 00:00:10.127273,64,0.10868484725042589,256,0.0007443813678806451,3,1.2954219492331007,3.10923573716742e-05,0.7428571428571429,0.896551724137931,0.6341463414634146,0.7277796864509583,COMPLETE
26,0.7384615384615385,2026-04-15 15:40:37.217711,2026-04-15 15:40:44.921389,0 days 00:00:07.703678,16,0.14781718755305367,256,0.0011389141425941684,3,1.2165213801339037,8.96567373600466e-06,0.7384615384615385,1.0,0.5853658536585366,0.9999696612358093,COMPLETE
27,0.7384615384615385,2026-04-15 15:40:44.921593,2026-04-15 15:40:55.898020,0 days 00:00:10.976427,16,0.18993641562733907,256,0.00039503332729583777,3,1.1716280978126485,3.0666858292046783e-05,0.7384615384615385,1.0,0.5853658536585366,0.9995568990707397,COMPLETE
28,0.7384615384615385,2026-04-15 15:40:55.898241,2026-04-15 15:41:06.442470,0 days 00:00:10.544229,32,0.10492836645862827,256,0.00039626754636261276,3,1.0597123023428772,1.1738050025819648e-05,0.7384615384615385,1.0,0.5853658536585366,0.9995517730712891,COMPLETE
29,0.746268656716418,2026-04-15 15:41:06.442691,2026-04-15 15:41:12.715359,0 days 00:00:06.272668,64,0.14016297285676635,256,0.0006917154847240311,3,1.1300303715294986,2.0318325779944228e-05,0.746268656716418,0.9615384615384616,0.6097560975609756,0.6651631593704224,COMPLETE
30,0.7323943661971831,2026-04-15 15:41:12.715587,2026-04-15 15:41:18.778970,0 days 00:00:06.063383,64,0.10058785427110448,256,0.0017207883100774563,3,1.2882154892209008,3.0938470388268415e-06,0.7323943661971831,0.8666666666666667,0.6341463414634146,0.8217584490776062,COMPLETE
31,0.7384615384615385,2026-04-15 15:41:18.779189,2026-04-15 15:41:39.278387,0 days 00:00:20.499198,16,0.3045575895339677,384,0.0023112943148859487,3,1.3953689764607873,0.00023694284712733307,0.7384615384615385,1.0,0.5853658536585366,0.9999971389770508,COMPLETE
32,0.7435897435897436,2026-04-15 15:41:39.278623,2026-04-15 15:41:46.600711,0 days 00:00:07.322088,16,0.3924297792840769,128,0.001029413197713715,3,1.4563998076320037,7.384315210315007e-05,0.7435897435897436,0.7837837837837838,0.7073170731707317,0.26484283804893494,COMPLETE
33,0.746268656716418,2026-04-15 15:41:46.600928,2026-04-15 15:41:57.579669,0 days 00:00:10.978741,16,0.1703743035006231,384,0.0019376619703726605,3,1.3608711317124937,0.0008963455560781691,0.746268656716418,0.9615384615384616,0.6097560975609756,0.9995236396789551,COMPLETE
34,0.7384615384615385,2026-04-15 15:41:57.579888,2026-04-15 15:42:06.972223,0 days 00:00:09.392335,16,0.13368747459128405,384,0.0013627520512270316,3,1.4367664151662662,0.0001303348021720404,0.7384615384615385,1.0,0.5853658536585366,1.0,COMPLETE
35,0.7384615384615385,2026-04-15 15:42:06.972442,2026-04-15 15:42:16.146623,0 days 00:00:09.174181,16,0.3365936570372678,128,0.000889612409422512,2,1.4576414502954465,4.131918272962489e-05,0.7384615384615385,1.0,0.5853658536585366,0.998502790927887,COMPLETE
36,0.7164179104477612,2026-04-15 15:42:16.146849,2026-04-15 15:42:26.979433,0 days 00:00:10.832584,16,0.45009137359234463,256,0.0025052331567369107,3,1.3229054791664263,0.0003741043963067743,0.7164179104477612,0.9230769230769231,0.5853658536585366,0.9999971389770508,COMPLETE
37,0.7384615384615385,2026-04-15 15:42:26.979655,2026-04-15 15:42:41.457336,0 days 00:00:14.477681,16,0.20833470981701482,384,0.001793082341227662,2,1.3875757875323567,4.834546321609004e-06,0.7384615384615385,1.0,0.5853658536585366,0.9999905824661255,COMPLETE
38,0.7164179104477612,2026-04-15 15:42:41.457547,2026-04-15 15:42:49.018168,0 days 00:00:07.560621,64,0.15339703875991645,128,0.00029287930188384286,3,0.9800096032578136,1.5808543911332787e-05,0.7164179104477612,0.9230769230769231,0.5853658536585366,0.49558225274086,COMPLETE
39,0.7272727272727273,2026-04-15 15:42:49.018454,2026-04-15 15:42:58.334561,0 days 00:00:09.316107,16,0.267365383347644,256,0.0012196993892612611,2,1.0916448620380734,0.0001657083957750643,0.7272727272727273,0.96,0.5853658536585366,0.9996436238288879,COMPLETE
