number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_hidden_dim,params_lr,params_num_layers,params_pos_weight_scale,params_weight_decay,user_attrs_f1,user_attrs_precision,user_attrs_recall,user_attrs_threshold,state
0,0.5882352941176471,2026-04-15 15:48:42.753334,2026-04-15 15:49:00.417890,0 days 00:00:17.664556,16,0.47489494299535906,128,0.00011569576574533853,2,0.8594355683562901,2.101849473547072e-05,0.5882352941176471,0.7692307692307693,0.47619047619047616,0.47836917638778687,COMPLETE
1,0.6153846153846154,2026-04-15 15:49:00.418086,2026-04-15 15:49:12.870262,0 days 00:00:12.452176,32,0.42084321874137887,384,0.00038301401367309715,2,1.0605477544642876,7.643711108919508e-05,0.6153846153846154,0.6666666666666666,0.5714285714285714,0.09877759963274002,COMPLETE
2,0.5789473684210527,2026-04-15 15:49:12.870465,2026-04-15 15:49:26.312083,0 days 00:00:13.441618,32,0.29761000999455495,256,0.00012175552361040187,2,1.4038087785114293,7.397758032014634e-06,0.5789473684210527,0.6470588235294118,0.5238095238095238,0.4731690585613251,COMPLETE
3,0.5454545454545454,2026-04-15 15:49:26.312273,2026-04-15 15:49:41.462536,0 days 00:00:15.150263,32,0.46308627647030753,384,0.00012182848204890062,2,0.9365891077214098,0.0001849252876198807,0.5454545454545454,0.75,0.42857142857142855,0.35154998302459717,COMPLETE
4,0.625,2026-04-15 15:49:41.462749,2026-04-15 15:49:57.438928,0 days 00:00:15.976179,16,0.14285807805939923,256,0.0004310950238581994,2,1.2888406897778968,4.538565757254833e-06,0.625,0.5555555555555556,0.7142857142857143,0.025706665590405464,COMPLETE
5,0.7,2026-04-15 15:49:57.439140,2026-04-15 15:50:03.452600,0 days 00:00:06.013460,32,0.2977303704588724,256,0.002501949969132518,2,1.1406002399115263,1.0899593042994865e-05,0.7,0.7368421052631579,0.6666666666666666,0.044237494468688965,COMPLETE
6,0.6666666666666666,2026-04-15 15:50:03.453091,2026-04-15 15:50:08.528982,0 days 00:00:05.075891,64,0.22443888468957943,256,0.0009187312052135646,3,1.1266083663706414,1.8743548070419968e-06,0.6666666666666666,0.8,0.5714285714285714,0.006602450739592314,COMPLETE
7,0.5142857142857142,2026-04-15 15:50:08.529185,2026-04-15 15:50:19.007901,0 days 00:00:10.478716,16,0.19150784906733356,128,0.00020593687307953292,3,1.2912989392380185,3.4146904343173353e-06,0.5142857142857142,0.6428571428571429,0.42857142857142855,0.5118739008903503,COMPLETE
8,0.6857142857142857,2026-04-15 15:50:19.008088,2026-04-15 15:50:25.990646,0 days 00:00:06.982558,32,0.3859344531565828,128,0.0011713751343328872,2,1.1404983845608463,1.1737405916887397e-06,0.6857142857142857,0.8571428571428571,0.5714285714285714,0.24133901298046112,COMPLETE
9,0.6829268292682927,2026-04-15 15:50:25.990839,2026-04-15 15:50:35.089759,0 days 00:00:09.098920,64,0.18277910660396346,384,0.0001328506598048789,2,1.216565835534952,1.0949508803912011e-06,0.6829268292682927,0.7,0.6666666666666666,0.2864406108856201,COMPLETE
10,0.6666666666666666,2026-04-15 15:50:35.089974,2026-04-15 15:50:41.873694,0 days 00:00:06.783720,32,0.3198579047813173,256,0.0025949107303317722,3,1.4580516325654642,0.0004424054525429955,0.6666666666666666,0.9166666666666666,0.5238095238095238,0.8608539700508118,COMPLETE
11,0.6829268292682927,2026-04-15 15:50:41.873885,2026-04-15 15:50:47.172805,0 days 00:00:05.298920,32,0.35091739401430533,128,0.002237888583917287,2,1.0235464082944281,1.7028418795963095e-05,0.6829268292682927,0.7,0.6666666666666666,0.03478366136550903,COMPLETE
12,0.5945945945945946,2026-04-15 15:50:47.172996,2026-04-15 15:50:54.045246,0 days 00:00:06.872250,32,0.366541847628068,128,0.001219257153321048,2,1.1675664818891274,1.0872447032675863e-05,0.5945945945945946,0.6875,0.5238095238095238,0.362745463848114,COMPLETE
13,0.6122448979591837,2026-04-15 15:50:54.045494,2026-04-15 15:51:00.492232,0 days 00:00:06.446738,32,0.2585895534806882,256,0.001383838350048311,2,1.0137508080400688,4.162014458564682e-05,0.6122448979591837,0.5357142857142857,0.7142857142857143,0.016651198267936707,COMPLETE
14,0.6818181818181818,2026-04-15 15:51:00.492437,2026-04-15 15:51:05.512415,0 days 00:00:05.019978,64,0.40634409032817176,128,0.0007580287675311571,3,1.249790661268663,1.8376657630572016e-06,0.6818181818181818,0.6521739130434783,0.7142857142857143,0.007239275146275759,COMPLETE
15,0.7428571428571429,2026-04-15 15:51:05.512626,2026-04-15 15:51:11.628228,0 days 00:00:06.115602,32,0.29299166482099553,256,0.0017444082919604498,2,1.1135469877347761,0.0009788533763199771,0.7428571428571429,0.9285714285714286,0.6190476190476191,0.6219559907913208,COMPLETE
16,0.6486486486486487,2026-04-15 15:51:11.628441,2026-04-15 15:51:17.589888,0 days 00:00:05.961447,32,0.2693108165248625,256,0.0018049692938360412,2,0.8139415116048316,0.0007385608889983994,0.6486486486486487,0.75,0.5714285714285714,0.010637947358191013,COMPLETE
17,0.7027027027027027,2026-04-15 15:51:17.590079,2026-04-15 15:51:22.994077,0 days 00:00:05.403998,32,0.1082098940932325,256,0.0029802478894165115,2,0.9301397618772145,0.00010770540442997418,0.7027027027027027,0.8125,0.6190476190476191,0.04962925240397453,COMPLETE
18,0.5625,2026-04-15 15:51:22.994297,2026-04-15 15:51:34.450058,0 days 00:00:11.455761,16,0.1209105391054891,256,0.0016416343751562209,3,0.9203699784530164,0.00020959252287987824,0.5625,0.8181818181818182,0.42857142857142855,0.5154892206192017,COMPLETE
19,0.631578947368421,2026-04-15 15:51:34.450253,2026-04-15 15:51:37.609118,0 days 00:00:03.158865,64,0.16214263602299547,256,0.002859728643899074,2,0.9595383437370697,0.0009327091159562777,0.631578947368421,0.7058823529411765,0.5714285714285714,0.0751505196094513,COMPLETE
20,0.5714285714285714,2026-04-15 15:51:37.609315,2026-04-15 15:51:45.467580,0 days 00:00:07.858265,32,0.1038052804032768,256,0.0006520215181352099,2,0.8743909173449724,0.00011242392306762786,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.15469661355018616,COMPLETE
21,0.6486486486486487,2026-04-15 15:51:45.467767,2026-04-15 15:51:49.902015,0 days 00:00:04.434248,32,0.2414472649440424,256,0.002063473610695144,2,1.071413830120474,3.9621482061149325e-05,0.6486486486486487,0.75,0.5714285714285714,0.030850492417812347,COMPLETE
22,0.6538461538461539,2026-04-15 15:51:49.902220,2026-04-15 15:51:55.735566,0 days 00:00:05.833346,32,0.322917861757048,256,0.002840549311890332,2,1.3493200287319935,0.0003182046240756702,0.6538461538461539,0.5483870967741935,0.8095238095238095,0.0004126445855945349,COMPLETE
23,0.6086956521739131,2026-04-15 15:51:55.735772,2026-04-15 15:52:01.757092,0 days 00:00:06.021320,32,0.2881348169268273,256,0.0017021556371785568,2,1.0969401340567122,7.063853962554572e-05,0.6086956521739131,0.56,0.6666666666666666,0.01475303154438734,COMPLETE
24,0.6842105263157895,2026-04-15 15:52:01.757334,2026-04-15 15:52:08.950956,0 days 00:00:07.193622,32,0.21511275657664994,256,0.0009626480051354537,2,0.9926451538557959,1.6747775994017823e-05,0.6842105263157895,0.7647058823529411,0.6190476190476191,0.08158969134092331,COMPLETE
25,0.6842105263157895,2026-04-15 15:52:08.951245,2026-04-15 15:52:15.653276,0 days 00:00:06.702031,32,0.3424992542541563,384,0.0022745248267347622,2,1.1772873573410194,0.0004946997289105829,0.6842105263157895,0.7647058823529411,0.6190476190476191,0.1360124796628952,COMPLETE
26,0.5625,2026-04-15 15:52:15.653476,2026-04-15 15:52:22.767924,0 days 00:00:07.114448,32,0.42703287213126834,256,0.002959137802897937,3,1.2198717412553128,0.00014439662246419388,0.5625,0.8181818181818182,0.42857142857142855,0.9949118494987488,COMPLETE
27,0.631578947368421,2026-04-15 15:52:22.768126,2026-04-15 15:52:29.137295,0 days 00:00:06.369169,32,0.27471915594232166,256,0.001444671041363814,2,1.0655192699384042,2.7197362947721066e-05,0.631578947368421,0.7058823529411765,0.5714285714285714,0.14460082352161407,COMPLETE
28,0.5652173913043478,2026-04-15 15:52:29.137489,2026-04-15 15:52:36.766271,0 days 00:00:07.628782,16,0.49653329726428397,256,0.0020191142683633305,2,0.9841633403548954,7.28862082732622e-06,0.5652173913043478,0.52,0.6190476190476191,0.01910402439534664,COMPLETE
29,0.5,2026-04-15 15:52:36.766490,2026-04-15 15:52:44.953040,0 days 00:00:08.186550,64,0.19950477946762435,384,0.00028777439481950866,2,0.8830356228151192,6.871883615235305e-05,0.5,0.6,0.42857142857142855,0.4258277714252472,COMPLETE
30,0.6666666666666666,2026-04-15 15:52:44.953403,2026-04-15 15:52:52.099340,0 days 00:00:07.145937,16,0.31895716250513234,256,0.0023510674285345708,2,1.124940922262894,1.0817173042116345e-05,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.06184086948633194,COMPLETE
31,0.6666666666666666,2026-04-15 15:52:52.099537,2026-04-15 15:52:58.985835,0 days 00:00:06.886298,32,0.39042296419352385,128,0.0011340641026999251,2,0.8188234388812049,3.0448145654481442e-06,0.6666666666666666,0.7222222222222222,0.6190476190476191,0.184550479054451,COMPLETE
32,0.6842105263157895,2026-04-15 15:52:58.986058,2026-04-15 15:53:05.475338,0 days 00:00:06.489280,32,0.4503357019193993,128,0.00143429244879744,2,1.1714742607477666,1.0625558191357151e-06,0.6842105263157895,0.7647058823529411,0.6190476190476191,0.044743213802576065,COMPLETE
33,0.7027027027027027,2026-04-15 15:53:05.475545,2026-04-15 15:53:12.650041,0 days 00:00:07.174496,32,0.39532831536075325,128,0.0011035313954828535,2,1.0443054984676485,0.0003098393683550575,0.7027027027027027,0.8125,0.6190476190476191,0.18210218846797943,COMPLETE
34,0.6382978723404256,2026-04-15 15:53:12.650241,2026-04-15 15:53:21.299463,0 days 00:00:08.649222,32,0.29564586079300403,128,0.0008800995421557355,2,1.0366966148083263,0.0002692602717935393,0.6382978723404256,0.5769230769230769,0.7142857142857143,0.030128980055451393,COMPLETE
35,0.6153846153846154,2026-04-15 15:53:21.299688,2026-04-15 15:53:31.024473,0 days 00:00:09.724785,32,0.42669714826778604,384,0.0004636709957835901,2,0.9240110402320734,0.0005442222927959974,0.6153846153846154,0.6666666666666666,0.5714285714285714,0.37412434816360474,COMPLETE
36,0.6666666666666666,2026-04-15 15:53:31.024680,2026-04-15 15:53:36.195958,0 days 00:00:05.171278,32,0.23945049476409572,256,0.0018309591260476387,2,1.0904907988465935,9.801243798420538e-05,0.6666666666666666,0.5925925925925926,0.7619047619047619,0.06146854907274246,COMPLETE
37,0.6842105263157895,2026-04-15 15:53:36.196182,2026-04-15 15:53:42.701601,0 days 00:00:06.505419,32,0.15211964948810783,128,0.0015969733648349019,2,0.9619114785184808,0.0003271618098873783,0.6842105263157895,0.7647058823529411,0.6190476190476191,0.09391902387142181,COMPLETE
38,0.5882352941176471,2026-04-15 15:53:42.701794,2026-04-15 15:53:48.302298,0 days 00:00:05.600504,32,0.36330564985513786,256,0.0006663450003917531,3,1.0425545916352883,0.000742712486120652,0.5882352941176471,0.5,0.7142857142857143,0.0011821470689028502,COMPLETE
39,0.5,2026-04-15 15:53:48.302489,2026-04-15 15:53:54.607813,0 days 00:00:06.305324,16,0.461552547863707,128,0.002504019802790214,2,1.125116034072949,0.00017295570355359302,0.5,0.7272727272727273,0.38095238095238093,0.994651734828949,COMPLETE
