threshold,precision,recall,f1,f2,accuracy,confusion_matrix
0.018499999999999937,0.37786259541984735,0.66,0.48058252427184467,0.574245939675174,0.8181818181818182,"[[1728, 326], [102, 198]]"
0.018599999999999936,0.3773946360153257,0.6566666666666666,0.4793187347931874,0.5720092915214866,0.8181818181818182,"[[1729, 325], [103, 197]]"
0.018699999999999935,0.3773946360153257,0.6566666666666666,0.4793187347931874,0.5720092915214866,0.8181818181818182,"[[1729, 325], [103, 197]]"
0.018799999999999935,0.3773946360153257,0.6566666666666666,0.4793187347931874,0.5720092915214866,0.8181818181818182,"[[1729, 325], [103, 197]]"
0.018899999999999934,0.37572254335260113,0.65,0.47619047619047616,0.5671902268760908,0.8177570093457944,"[[1730, 324], [105, 195]]"
0.018999999999999934,0.37572254335260113,0.65,0.47619047619047616,0.5671902268760908,0.8177570093457944,"[[1730, 324], [105, 195]]"
0.019099999999999933,0.3745173745173745,0.6466666666666666,0.4743276283618582,0.5646100116414435,0.8173322005097706,"[[1730, 324], [106, 194]]"
0.019199999999999932,0.37524177949709864,0.6466666666666666,0.4749082007343941,0.564938846825859,0.8177570093457944,"[[1731, 323], [106, 194]]"
0.019299999999999932,0.37524177949709864,0.6466666666666666,0.4749082007343941,0.564938846825859,0.8177570093457944,"[[1731, 323], [106, 194]]"
0.01939999999999993,0.37524177949709864,0.6466666666666666,0.4749082007343941,0.564938846825859,0.8177570093457944,"[[1731, 323], [106, 194]]"
0.01949999999999993,0.375968992248062,0.6466666666666666,0.47549019607843135,0.5652680652680653,0.8181818181818182,"[[1732, 322], [106, 194]]"
0.01959999999999993,0.377431906614786,0.6466666666666666,0.47665847665847666,0.5659276546091015,0.8190314358538657,"[[1734, 320], [106, 194]]"
0.01969999999999993,0.377431906614786,0.6466666666666666,0.47665847665847666,0.5659276546091015,0.8190314358538657,"[[1734, 320], [106, 194]]"
0.01979999999999993,0.37816764132553604,0.6466666666666666,0.47724477244772445,0.5662580268534735,0.8194562446898895,"[[1735, 319], [106, 194]]"
0.019899999999999928,0.37816764132553604,0.6466666666666666,0.47724477244772445,0.5662580268534735,0.8194562446898895,"[[1735, 319], [106, 194]]"
0.019999999999999928,0.37816764132553604,0.6466666666666666,0.47724477244772445,0.5662580268534735,0.8194562446898895,"[[1735, 319], [106, 194]]"
0.020099999999999927,0.37890625,0.6466666666666666,0.47783251231527096,0.5665887850467289,0.8198810535259133,"[[1736, 318], [106, 194]]"
0.020199999999999926,0.3803921568627451,0.6466666666666666,0.47901234567901235,0.5672514619883041,0.820730671197961,"[[1738, 316], [106, 194]]"
0.020299999999999926,0.3803921568627451,0.6466666666666666,0.47901234567901235,0.5672514619883041,0.820730671197961,"[[1738, 316], [106, 194]]"
0.020399999999999925,0.381139489194499,0.6466666666666666,0.4796044499381953,0.5675833820947923,0.8211554800339848,"[[1739, 315], [106, 194]]"
0.020499999999999925,0.381139489194499,0.6466666666666666,0.4796044499381953,0.5675833820947923,0.8211554800339848,"[[1739, 315], [106, 194]]"
0.020599999999999924,0.381139489194499,0.6466666666666666,0.4796044499381953,0.5675833820947923,0.8211554800339848,"[[1739, 315], [106, 194]]"
0.020699999999999923,0.381139489194499,0.6466666666666666,0.4796044499381953,0.5675833820947923,0.8211554800339848,"[[1739, 315], [106, 194]]"
0.020799999999999923,0.381139489194499,0.6466666666666666,0.4796044499381953,0.5675833820947923,0.8211554800339848,"[[1739, 315], [106, 194]]"
0.020899999999999922,0.381139489194499,0.6466666666666666,0.4796044499381953,0.5675833820947923,0.8211554800339848,"[[1739, 315], [106, 194]]"
0.02099999999999992,0.381139489194499,0.6466666666666666,0.4796044499381953,0.5675833820947923,0.8211554800339848,"[[1739, 315], [106, 194]]"
0.02109999999999992,0.381139489194499,0.6466666666666666,0.4796044499381953,0.5675833820947923,0.8211554800339848,"[[1739, 315], [106, 194]]"
0.02119999999999992,0.381139489194499,0.6466666666666666,0.4796044499381953,0.5675833820947923,0.8211554800339848,"[[1739, 315], [106, 194]]"
0.02129999999999992,0.381139489194499,0.6466666666666666,0.4796044499381953,0.5675833820947923,0.8211554800339848,"[[1739, 315], [106, 194]]"
0.02139999999999992,0.381139489194499,0.6466666666666666,0.4796044499381953,0.5675833820947923,0.8211554800339848,"[[1739, 315], [106, 194]]"
0.02149999999999992,0.381139489194499,0.6466666666666666,0.4796044499381953,0.5675833820947923,0.8211554800339848,"[[1739, 315], [106, 194]]"
0.021599999999999918,0.381139489194499,0.6466666666666666,0.4796044499381953,0.5675833820947923,0.8211554800339848,"[[1739, 315], [106, 194]]"
