number,value,datetime_start,datetime_complete,duration,params_C,params_aux_max_features,params_aux_min_df,params_aux_ngram_high,params_calibration_method,params_readme_max_features,params_readme_min_df,params_readme_ngram_high,user_attrs_f1,user_attrs_precision,user_attrs_recall,user_attrs_threshold,state
10,0.8169014084507042,2026-04-14 11:50:47.833670,2026-04-14 11:50:51.587048,0 days 00:00:03.753378,0.0010567272145855383,250,2,1,isotonic,700,2,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.4094592048,COMPLETE
11,0.8285714285714286,2026-04-14 11:50:51.587247,2026-04-14 11:50:55.257520,0 days 00:00:03.670273,0.001488915217194853,150,3,1,isotonic,800,3,2,0.8285714285714286,1.0,0.7073170731707317,0.9105022831,COMPLETE
12,0.8169014084507042,2026-04-14 11:50:55.257733,2026-04-14 11:50:58.981677,0 days 00:00:03.723944,0.008789651739581917,50,3,1,isotonic,800,3,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.6932972213,COMPLETE
13,0.7428571428571429,2026-04-14 11:50:58.981881,2026-04-14 11:51:02.388029,0 days 00:00:03.406148,0.04887989186860219,250,2,1,isotonic,500,2,2,0.7428571428571429,0.896551724137931,0.6341463414634146,0.6470588235,COMPLETE
14,0.8169014084507042,2026-04-14 11:51:02.388280,2026-04-14 11:51:10.927977,0 days 00:00:08.539697,0.004099427852190062,200,3,1,sigmoid,600,4,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.7160377199,COMPLETE
15,0.7294117647058823,2026-04-14 11:51:10.928180,2026-04-14 11:51:14.934742,0 days 00:00:04.006562,0.09840066435093871,150,2,1,isotonic,400,3,2,0.7294117647058823,0.7045454545454546,0.7560975609756098,0.0086034898,COMPLETE
16,0.8285714285714286,2026-04-14 11:51:14.935116,2026-04-14 11:51:24.061914,0 days 00:00:09.126798,0.002782339863548391,250,2,1,sigmoid,700,4,2,0.8285714285714286,1.0,0.7073170731707317,0.7989426524,COMPLETE
17,0.7160493827160493,2026-04-14 11:51:24.062129,2026-04-14 11:51:27.132831,0 days 00:00:03.070702,0.25170203468139696,50,3,1,isotonic,400,2,1,0.7160493827160493,0.725,0.7073170731707317,0.0813886987,COMPLETE
18,0.8115942028985508,2026-04-14 11:51:27.133064,2026-04-14 11:51:36.783868,0 days 00:00:09.650804,0.004970834191786771,200,1,1,sigmoid,600,3,2,0.8115942028985508,1.0,0.6829268292682927,0.7988934502,COMPLETE
19,0.782608695652174,2026-04-14 11:51:36.784084,2026-04-14 11:51:40.816904,0 days 00:00:04.032820,0.03105433763552601,150,2,1,isotonic,700,4,2,0.782608695652174,0.9642857142857143,0.6585365853658537,0.6666666667,COMPLETE
20,0.725,2026-04-14 11:51:40.817118,2026-04-14 11:51:43.363149,0 days 00:00:02.546031,0.1943974428294618,100,3,2,isotonic,200,2,1,0.725,0.7435897435897436,0.7073170731707317,0.1279545988,COMPLETE
21,0.8285714285714286,2026-04-14 11:51:43.363440,2026-04-14 11:51:46.962652,0 days 00:00:03.599212,0.0010637222732006698,150,3,1,isotonic,800,3,2,0.8285714285714286,1.0,0.7073170731707317,0.9094424094,COMPLETE
22,0.8169014084507042,2026-04-14 11:51:46.962848,2026-04-14 11:51:50.498310,0 days 00:00:03.535462,0.0020338980129523824,150,3,1,isotonic,800,3,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.6181229773,COMPLETE
23,0.7945205479452054,2026-04-14 11:51:50.498532,2026-04-14 11:51:53.748206,0 days 00:00:03.249674,0.006265163319838422,200,3,1,isotonic,800,3,2,0.7945205479452054,0.90625,0.7073170731707317,0.6568047337,COMPLETE
24,0.8169014084507042,2026-04-14 11:51:53.748417,2026-04-14 11:51:56.947091,0 days 00:00:03.198674,0.0020413501876841793,250,3,1,isotonic,700,3,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.6199376947,COMPLETE
25,0.8169014084507042,2026-04-14 11:51:56.947291,2026-04-14 11:52:00.097925,0 days 00:00:03.150634,0.009756743217414968,150,2,1,isotonic,500,4,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.6494845361,COMPLETE
26,0.8285714285714286,2026-04-14 11:52:00.098138,2026-04-14 11:52:08.294300,0 days 00:00:08.196162,0.0020529335148731756,100,3,1,sigmoid,800,3,2,0.8285714285714286,1.0,0.7073170731707317,0.8108464235,COMPLETE
27,0.8285714285714286,2026-04-14 11:52:08.294499,2026-04-14 11:52:11.725322,0 days 00:00:03.430823,0.0010687386990162872,200,2,1,isotonic,600,2,2,0.8285714285714286,1.0,0.7073170731707317,0.9094424094,COMPLETE
28,0.7733333333333333,2026-04-14 11:52:11.725526,2026-04-14 11:52:20.858857,0 days 00:00:09.133331,0.03475906587181611,150,3,1,sigmoid,700,3,2,0.7733333333333333,0.8529411764705882,0.7073170731707317,0.3333677989,COMPLETE
29,0.8285714285714286,2026-04-14 11:52:20.859060,2026-04-14 11:52:24.566270,0 days 00:00:03.707210,0.0038002299255137997,50,2,1,isotonic,300,2,2,0.8285714285714286,1.0,0.7073170731707317,0.7518037518,COMPLETE
30,0.7945205479452054,2026-04-14 11:52:24.566679,2026-04-14 11:52:27.971097,0 days 00:00:03.404418,0.014549382311565818,100,2,1,isotonic,400,4,2,0.7945205479452054,0.90625,0.7073170731707317,0.4063100006,COMPLETE
31,0.8285714285714286,2026-04-14 11:52:27.971314,2026-04-14 11:52:36.768435,0 days 00:00:08.797121,0.0023720179441159704,250,2,1,sigmoid,700,4,2,0.8285714285714286,1.0,0.7073170731707317,0.6204462346,COMPLETE
32,0.8169014084507042,2026-04-14 11:52:36.768638,2026-04-14 11:52:46.104331,0 days 00:00:09.335693,0.003160528611643973,250,2,1,sigmoid,800,4,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.6644934049,COMPLETE
33,0.8169014084507042,2026-04-14 11:52:46.104605,2026-04-14 11:52:54.547697,0 days 00:00:08.443092,0.00627330538322076,200,2,1,sigmoid,700,4,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.704994896,COMPLETE
34,0.8285714285714286,2026-04-14 11:52:54.547987,2026-04-14 11:53:03.283311,0 days 00:00:08.735324,0.001663302974837015,300,3,1,sigmoid,800,3,2,0.8285714285714286,1.0,0.7073170731707317,0.8059824074,COMPLETE
35,0.7733333333333333,2026-04-14 11:53:03.283511,2026-04-14 11:53:09.871214,0 days 00:00:06.587703,0.6640942637742686,200,2,2,sigmoid,700,5,1,0.7733333333333333,0.8529411764705882,0.7073170731707317,0.4630082263,COMPLETE
36,0.8055555555555556,2026-04-14 11:53:09.871416,2026-04-14 11:53:20.420546,0 days 00:00:10.549130,0.010334829692352996,250,1,1,sigmoid,600,4,2,0.8055555555555556,0.9354838709677419,0.7073170731707317,0.6179285764,COMPLETE
37,0.8,2026-04-14 11:53:20.420767,2026-04-14 11:53:30.310248,0 days 00:00:09.889481,0.01736617098428092,300,3,1,sigmoid,300,3,2,0.8,0.9655172413793104,0.6829268292682927,0.6666666667,COMPLETE
38,0.7647058823529411,2026-04-14 11:53:30.310594,2026-04-14 11:53:37.655812,0 days 00:00:07.345218,0.06922478146038884,150,1,2,sigmoid,800,4,1,0.7647058823529411,0.9629629629629629,0.6341463414634146,0.6678171879,COMPLETE
39,0.8285714285714286,2026-04-14 11:53:37.656025,2026-04-14 11:53:47.091217,0 days 00:00:09.435192,0.003144922539539412,200,2,1,sigmoid,500,5,2,0.8285714285714286,1.0,0.7073170731707317,0.7850528888,COMPLETE
40,0.7407407407407407,2026-04-14 11:53:47.091488,2026-04-14 11:53:59.833203,0 days 00:00:12.741715,2.6571555792623034,250,2,1,isotonic,200,3,2,0.7407407407407407,0.75,0.7317073170731707,0.1245794773,COMPLETE
41,0.8285714285714286,2026-04-14 11:53:59.833482,2026-04-14 11:54:03.243494,0 days 00:00:03.410012,0.0010133299092516146,150,3,1,isotonic,800,3,2,0.8285714285714286,1.0,0.7073170731707317,0.9041005291,COMPLETE
42,0.8285714285714286,2026-04-14 11:54:03.243720,2026-04-14 11:54:07.015219,0 days 00:00:03.771499,0.0014538472881035088,150,3,1,isotonic,800,3,2,0.8285714285714286,1.0,0.7073170731707317,0.9105022831,COMPLETE
43,0.8285714285714286,2026-04-14 11:54:07.015469,2026-04-14 11:54:10.818692,0 days 00:00:03.803223,0.0030041514886867725,100,3,1,isotonic,700,3,2,0.8285714285714286,1.0,0.7073170731707317,0.6352201258,COMPLETE
44,0.8285714285714286,2026-04-14 11:54:10.818907,2026-04-14 11:54:14.555731,0 days 00:00:03.736824,0.0014097084460911505,150,3,1,isotonic,800,3,2,0.8285714285714286,1.0,0.7073170731707317,0.9098591549,COMPLETE
45,0.8169014084507042,2026-04-14 11:54:14.556118,2026-04-14 11:54:18.411516,0 days 00:00:03.855398,0.005010597394999498,150,3,1,isotonic,800,3,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.6565656566,COMPLETE
46,0.8169014084507042,2026-04-14 11:54:18.411730,2026-04-14 11:54:21.862628,0 days 00:00:03.450898,0.008485442790707561,200,3,1,isotonic,700,2,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.6513761468,COMPLETE
47,0.782608695652174,2026-04-14 11:54:21.862828,2026-04-14 11:54:30.194034,0 days 00:00:08.331206,0.02351747427537748,100,2,1,sigmoid,800,4,2,0.782608695652174,0.9642857142857143,0.6585365853658537,0.6666666667,COMPLETE
48,0.8169014084507042,2026-04-14 11:54:30.194251,2026-04-14 11:54:33.910702,0 days 00:00:03.716451,0.0010076931866404174,200,2,2,isotonic,700,3,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.4094592048,COMPLETE
49,0.8285714285714286,2026-04-14 11:54:33.910898,2026-04-14 11:54:40.560290,0 days 00:00:06.649392,0.0027803418028986182,150,3,1,sigmoid,400,3,1,0.8285714285714286,1.0,0.7073170731707317,0.7950875989,COMPLETE
50,0.8,2026-04-14 11:54:40.560491,2026-04-14 11:54:44.111645,0 days 00:00:03.551154,0.006170213499681611,200,3,1,isotonic,600,2,2,0.8,0.9655172413793104,0.6829268292682927,0.862445037,COMPLETE
51,0.8285714285714286,2026-04-14 11:54:44.111841,2026-04-14 11:54:53.482425,0 days 00:00:09.370584,0.0018128677250273868,100,3,1,sigmoid,800,3,2,0.8285714285714286,1.0,0.7073170731707317,0.8120009589,COMPLETE
52,0.8169014084507042,2026-04-14 11:54:53.482623,2026-04-14 11:55:02.067263,0 days 00:00:08.584640,0.0015504730764555382,50,3,1,sigmoid,800,3,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.5102812665,COMPLETE
53,0.8169014084507042,2026-04-14 11:55:02.067509,2026-04-14 11:55:10.962054,0 days 00:00:08.894545,0.003929228830437538,100,3,1,sigmoid,800,3,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.7117417456,COMPLETE
54,0.8169014084507042,2026-04-14 11:55:10.962260,2026-04-14 11:55:19.204785,0 days 00:00:08.242525,0.0024229437571005293,150,3,1,sigmoid,800,3,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.6262038062,COMPLETE
55,0.8169014084507042,2026-04-14 11:55:19.205050,2026-04-14 11:55:28.063300,0 days 00:00:08.858250,0.002029431350762901,100,3,1,sigmoid,700,3,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.5925090915,COMPLETE
56,0.7407407407407407,2026-04-14 11:55:28.063542,2026-04-14 11:55:33.226898,0 days 00:00:05.163356,0.37800610319715167,150,2,1,isotonic,200,4,2,0.7407407407407407,0.75,0.7317073170731707,0.1308969429,COMPLETE
57,0.8285714285714286,2026-04-14 11:55:33.227144,2026-04-14 11:55:42.241524,0 days 00:00:09.014380,0.0013035384038236504,300,3,1,sigmoid,700,3,2,0.8285714285714286,1.0,0.7073170731707317,0.4754806444,COMPLETE
58,0.8115942028985508,2026-04-14 11:55:42.241732,2026-04-14 11:55:45.656625,0 days 00:00:03.414893,0.004860663332141495,50,2,1,isotonic,800,3,2,0.8115942028985508,1.0,0.6829268292682927,0.7262229085,COMPLETE
59,0.8169014084507042,2026-04-14 11:55:45.656833,2026-04-14 11:55:48.842817,0 days 00:00:03.185984,0.013406233804583317,100,3,1,isotonic,700,2,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.6687548775,COMPLETE
60,0.8169014084507042,2026-04-14 11:55:48.843017,2026-04-14 11:55:56.541603,0 days 00:00:07.698586,0.008152481853842245,250,2,1,sigmoid,300,4,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.6555330972,COMPLETE
61,0.8285714285714286,2026-04-14 11:55:56.541806,2026-04-14 11:55:59.702674,0 days 00:00:03.160868,0.0010607387556222706,200,2,1,isotonic,600,2,2,0.8285714285714286,1.0,0.7073170731707317,0.9094424094,COMPLETE
62,0.8285714285714286,2026-04-14 11:55:59.702883,2026-04-14 11:56:03.425866,0 days 00:00:03.722983,0.002173186584249229,200,2,1,isotonic,600,2,2,0.8285714285714286,1.0,0.7073170731707317,0.8860877684,COMPLETE
63,0.8169014084507042,2026-04-14 11:56:03.426065,2026-04-14 11:56:06.870360,0 days 00:00:03.444295,0.0036066831842911677,150,2,1,isotonic,500,2,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.6541353383,COMPLETE
64,0.8285714285714286,2026-04-14 11:56:06.870628,2026-04-14 11:56:10.362035,0 days 00:00:03.491407,0.0013342825006562441,200,2,1,isotonic,600,3,2,0.8285714285714286,1.0,0.7073170731707317,0.9084577114,COMPLETE
65,0.8285714285714286,2026-04-14 11:56:10.362315,2026-04-14 11:56:13.801399,0 days 00:00:03.439084,0.002476949062336764,150,1,1,isotonic,700,4,2,0.8285714285714286,1.0,0.7073170731707317,0.6260162602,COMPLETE
66,0.8285714285714286,2026-04-14 11:56:13.801594,2026-04-14 11:56:21.921863,0 days 00:00:08.120269,0.001605393626335414,250,2,1,sigmoid,800,2,2,0.8285714285714286,1.0,0.7073170731707317,0.5285954312,COMPLETE
67,0.7407407407407407,2026-04-14 11:56:21.922078,2026-04-14 11:56:26.016789,0 days 00:00:04.094711,5.0708214133380665,200,3,1,isotonic,700,5,2,0.7407407407407407,0.75,0.7317073170731707,0.1309719053,COMPLETE
68,0.8115942028985508,2026-04-14 11:56:26.016988,2026-04-14 11:56:34.497395,0 days 00:00:08.480407,0.004842990267245852,150,2,1,sigmoid,800,3,2,0.8115942028985508,1.0,0.6829268292682927,0.8018792271,COMPLETE
69,0.8285714285714286,2026-04-14 11:56:34.497608,2026-04-14 11:56:37.825999,0 days 00:00:03.328391,0.0019286310264564092,200,2,1,isotonic,600,4,2,0.8285714285714286,1.0,0.7073170731707317,0.9000587889,COMPLETE
70,0.8285714285714286,2026-04-14 11:56:37.826188,2026-04-14 11:56:39.232526,0 days 00:00:01.406338,0.0011918689292518122,250,3,1,isotonic,800,3,1,0.8285714285714286,1.0,0.7073170731707317,0.9094424094,COMPLETE
71,0.8285714285714286,2026-04-14 11:56:39.232728,2026-04-14 11:56:43.227034,0 days 00:00:03.994306,0.0034535255580549493,50,2,1,isotonic,300,2,2,0.8285714285714286,1.0,0.7073170731707317,0.8047138047,COMPLETE
72,0.8285714285714286,2026-04-14 11:56:43.227275,2026-04-14 11:56:47.062923,0 days 00:00:03.835648,0.002680330563957683,50,2,1,isotonic,400,2,2,0.8285714285714286,1.0,0.7073170731707317,0.6374269006,COMPLETE
73,0.8169014084507042,2026-04-14 11:56:47.063119,2026-04-14 11:56:50.879002,0 days 00:00:03.815883,0.006301648055900987,50,2,1,isotonic,300,2,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.7729425312,COMPLETE
74,0.8285714285714286,2026-04-14 11:56:50.879389,2026-04-14 11:56:54.275871,0 days 00:00:03.396482,0.004191895722571885,100,2,1,isotonic,200,2,2,0.8285714285714286,1.0,0.7073170731707317,0.6813118778,COMPLETE
75,0.8285714285714286,2026-04-14 11:56:54.276086,2026-04-14 11:56:57.648525,0 days 00:00:03.372439,0.0018908596365458145,150,2,1,isotonic,800,3,2,0.8285714285714286,1.0,0.7073170731707317,0.8995378742,COMPLETE
76,0.8285714285714286,2026-04-14 11:56:57.648791,2026-04-14 11:57:06.877584,0 days 00:00:09.228793,0.0010153091510133878,100,2,2,sigmoid,300,2,2,0.8285714285714286,1.0,0.7073170731707317,0.8200494785,COMPLETE
77,0.746268656716418,2026-04-14 11:57:06.877801,2026-04-14 11:57:10.844411,0 days 00:00:03.966610,0.10039146528490626,150,3,1,isotonic,500,3,2,0.746268656716418,0.9615384615384616,0.6097560975609756,0.6925485874,COMPLETE
78,0.8,2026-04-14 11:57:10.844748,2026-04-14 11:57:19.073852,0 days 00:00:08.229104,0.012251407598342465,50,1,1,sigmoid,700,3,2,0.8,0.9655172413793104,0.6829268292682927,0.6955166523,COMPLETE
79,0.8169014084507042,2026-04-14 11:57:19.074060,2026-04-14 11:57:22.403356,0 days 00:00:03.329296,0.00679969135023979,300,3,1,isotonic,300,2,2,0.8169014084507042,0.9666666666666667,0.7073170731707317,0.7144082151,COMPLETE
