metric,mean,std,min,max
best_C,1.0399999999999998,2.213707297724792,0.05,5.0
threshold,0.48691424571999997,0.3934200841725945,0.0740218496,0.9535149135
test_pr_auc,0.7601168431280819,0.2414930332013053,0.4224586375411013,1.0
test_roc_auc,0.9299236840543589,0.1051575854232829,0.7471613949716139,1.0
test_precision,0.6828281884836314,0.39316656217928836,0.0,1.0
test_recall,0.49333333333333335,0.3827168956581643,0.0,1.0
test_f1,0.547775695230276,0.3649154608054898,0.0,0.9302325581395349
test_fbeta,0.5105522794662066,0.37357716798766233,0.0,0.970873786407767
