feature,coef,abs_coef
user_name_matches_login,0.024983711922358102,0.024983711922358102
python_file_count,-0.024807282018638018,0.024807282018638018
has_truffle_config,0.02438736082477801,0.02438736082477801
open_issues_count,-0.023765426838061682,0.023765426838061682
tfidf_readme::license,-0.023481607071472694,0.023481607071472694
tfidf_readme::application,-0.0234535179037062,0.0234535179037062
tfidf_readme::wallets,-0.023418171110989608,0.023418171110989608
primary_language_is_typescript,-0.023299910655504862,0.023299910655504862
tfidf_aux::react,-0.023210008534789897,0.023210008534789897
tfidf_readme::development,-0.023168701086398943,0.023168701086398943
readme_has_approve_keywords,-0.023059807523149945,0.023059807523149945
tfidf_readme::security,-0.022913378198975445,0.022913378198975445
tfidf_readme::bot,0.02281716484694659,0.02281716484694659
tfidf_aux::buy,0.022795839210208828,0.022795839210208828
tfidf_aux::video,0.02273274039772948,0.02273274039772948
tfidf_readme::api,-0.022691041869231127,0.022691041869231127
tfidf_readme::build,-0.022687623509471483,0.022687623509471483
tfidf_aux::rust,-0.022590046232925255,0.022590046232925255
tfidf_readme::using,-0.02235063903842916,0.02235063903842916
framework_hint_count,-0.022057965987935486,0.022057965987935486
tfidf_readme::next.js,-0.02198047417872515,0.02198047417872515
tfidf_readme::management,-0.021966264905390533,0.021966264905390533
tfidf_readme::launch,0.021948125115330876,0.021948125115330876
tfidf_aux::sora,0.021683702430588606,0.021683702430588606
tfidf_aux::protocol,-0.0214982334004001,0.0214982334004001
tfidf_readme::npx hardhat,-0.021434096532937687,0.021434096532937687
tfidf_readme::smart contracts,-0.021190476278182362,0.021190476278182362
repo_name_has_brand_keyword,-0.0208813304699727,0.0208813304699727
tfidf_readme::use,-0.020854726249782036,0.020854726249782036
tfidf_readme::image,-0.020740078677913158,0.020740078677913158
followers_count,0.020714081856400612,0.020714081856400612
tfidf_readme::chain,-0.02062171414519841,0.02062171414519841
has_docs_dir,0.020557909819820443,0.020557909819820443
avg_file_size_bytes,0.02033117857394242,0.02033117857394242
tfidf_readme::install,-0.020246653523815564,0.020246653523815564
tfidf_readme::keys,-0.020177536192429704,0.020177536192429704
tfidf_readme::files,-0.020107897754399598,0.020107897754399598
tfidf_readme::latest,-0.02006108565952899,0.02006108565952899
default_branch_is_main,0.020057941066478825,0.020057941066478825
tfidf_aux::transactions,-0.019980726060154816,0.019980726060154816
tfidf_readme::public,-0.019816059192195475,0.019816059192195475
has_projects_enabled,0.019770088946747616,0.019770088946747616
tfidf_readme::testnet,-0.01973700403022869,0.01973700403022869
tfidf_readme::yarn,-0.019531901980838016,0.019531901980838016
tfidf_aux::built,-0.01950206110958937,0.01950206110958937
has_yarn_lock,-0.019394574393931715,0.019394574393931715
tfidf_readme::clone,-0.01936748549938062,0.01936748549938062
has_package_lock_json,-0.019367485184344856,0.019367485184344856
tfidf_aux::app,-0.0193644217656276,0.0193644217656276
tfidf_readme::transactions,-0.019277076288613568,0.019277076288613568
tfidf_readme::import,-0.019210811799603617,0.019210811799603617
tfidf_readme::users,-0.019188462038786148,0.019188462038786148
tfidf_readme::deployment,-0.01898384182496335,0.01898384182496335
tfidf_readme::dex,0.01888201317274929,0.01888201317274929
tfidf_readme::feature,-0.018865589234581145,0.018865589234581145
tfidf_readme::eth,-0.01877723893656179,0.01877723893656179
tfidf_aux::cryptocurrency,-0.018679154084507463,0.018679154084507463
tfidf_readme::tool,-0.018374717791825496,0.018374717791825496
tfidf_readme::block,-0.018340576928175145,0.018340576928175145
repo_name_length,-0.018305036698060655,0.018305036698060655
tfidf_readme::transaction,-0.0182817980168319,0.0182817980168319
tfidf_readme::scripts,-0.018262665138783336,0.018262665138783336
tfidf_aux::pump.fun raydium,0.01809808124453083,0.01809808124453083
