section_title,section_text,base_prob,ablated_prob,prob_drop
ROOT,nft wallet tracker copy-buy bot production-grade multi-user telegram bot tracking nft wallet activity portfolio values automated copy-buying. typescript node.js docker features multi-user support individual accounts settings wallet lists user. subscription tiers free premium tiers different limits feature sets. real-time tracking monitor ethereum wallets mints buys sells transfers. price alerts premium notified collection floor prices hit target. snipe mode premium auto-buy listings specific pri,0.2579788395730792,0.9697663421421401,-0.7117875025690609
