section_title,section_text,base_prob,ablated_prob,prob_drop
ROOT,omus-wallet kripto zdan uygulamas bu proje ethereum ve solana lar ile etkile im kurabilen bir mobil kripto zdan uygulamas r. react native expo kullan larak geli tirilmi tir. kurulum projeyi yerel makinenizde al rmak daki ad mlar izleyin 1. projeyi klonlay bash git clone cd omus-wallet 2. gerekli paketleri kleyin bash npm install 3. ortam kenlerini ayarlay ok neml projenin zg al abilmesi ethereum infura ve solana rpc ba lant lar na ihtiyac vard r. proje dizininde .env.example dosyas kopyalayarak ,0.0024325854883168697,0.04958434874389346,-0.047151763255576594
