metric,mean,std,min,max
threshold,0.6877043247,0.0,0.6877043247,0.6877043247
test_pr_auc,0.6585551211225231,0.30037092615341615,0.2897321428571429,1.0
test_roc_auc,0.9777968666547979,0.02831958629428682,0.9376520681265207,1.0
test_precision,0.4,0.5477225575051662,0.0,1.0
test_recall,0.24,0.433589667773576,0.0,1.0
test_f1,0.26666666666666666,0.43461349368017665,0.0,1.0
